Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[109]    0.0    0.00    0.00  691286         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_end() const [109]
-----------------------------------------------
                0.00    0.00  691286/691286      std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::find(std::string const&) const [8]
[110]    0.0    0.00    0.00  691286         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_begin() const [110]
-----------------------------------------------
                0.00    0.00  245911/691286      std::pair<std::string const, int>::pair<std::string&, int, void>(std::string&, int&&) [151]
                0.00    0.00  445375/691286      std::pair<std::string const, int>::pair<std::string&, int&, void>(std::string&, int&) [125]
[111]    0.0    0.00    0.00  691286         std::string& std::forward<std::string&>(std::remove_reference<std::string&>::type&) [111]
-----------------------------------------------
                0.00    0.00  245911/691286      std::pair<int const, std::string>::pair<int&, void>(int&, std::string const&) [152]
                0.00    0.00  445375/691286      std::pair<std::string const, int>::pair<std::string&, int&, void>(std::string&, int&) [125]
[112]    0.0    0.00    0.00  691286         int& std::forward<int&>(std::remove_reference<int&>::type&) [112]
-----------------------------------------------
                0.00    0.00  691286/691286      std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool, void>(std::_Rb_tree_iterator<std::pair<std::string const, int> >&&, bool&&) [47]
[113]    0.0    0.00    0.00  691286         bool&& std::forward<bool>(std::remove_reference<bool>::type&) [113]
-----------------------------------------------
                0.00    0.00  691286/691286      Ngrams::getNextNgram(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >) [23]
[114]    0.0    0.00    0.00  691286         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [114]
                0.00    0.00  691286/1739861     std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [97]
-----------------------------------------------
                0.00    0.00  691286/691286      Ngrams::getNextNgram(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >) [23]
[115]    0.0    0.00    0.00  691286         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [115]
-----------------------------------------------
                0.00    0.00  245911/526632      std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, std::string> >*) [33]
                0.00    0.00  280721/526632      std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_get_insert_equal_pos(int const&) [18]
[116]    0.0    0.00    0.00  526632         std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_left(std::_Rb_tree_node_base*) [116]
-----------------------------------------------
                0.00    0.00  245911/491822      Ngrams::sortMap() [14]
                0.00    0.00  245911/491822      std::_Rb_tree_node<std::pair<std::string const, int> >::_Rb_tree_node<std::pair<std::string const, int> const&>(std::pair<std::string const, int> const&) [142]
[117]    0.0    0.00    0.00  491822         std::pair<std::string const, int>::pair(std::pair<std::string const, int> const&) [117]
-----------------------------------------------
                0.00    0.00  245911/491822      Ngrams::printIncreasing() [39]
                0.00    0.00  245911/491822      std::_Rb_tree_node<std::pair<int const, std::string> >::_Rb_tree_node<std::pair<int const, std::string> const&>(std::pair<int const, std::string> const&) [143]
[118]    0.0    0.00    0.00  491822         std::pair<int const, std::string>::pair(std::pair<int const, std::string> const&) [118]
-----------------------------------------------
                0.00    0.00  245911/491822      std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::string const, int> >*) [78]
                0.00    0.00  245911/491822      std::_Rb_tree_node<std::pair<std::string const, int> >* std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_create_node<std::pair<std::string const, int> const&>(std::pair<std::string const, int> const&) [156]
[119]    0.0    0.00    0.00  491822         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_Node_allocator() [119]
-----------------------------------------------
                0.00    0.00  245911/491822      std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int const, std::string> >*) [36]
                0.00    0.00  245911/491822      std::_Rb_tree_node<std::pair<int const, std::string> >* std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_create_node<std::pair<int const, std::string> const&>(std::pair<int const, std::string> const&) [158]
[120]    0.0    0.00    0.00  491822         std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_get_Node_allocator() [120]
-----------------------------------------------
                0.00    0.00  245911/491822      std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_get_insert_equal_pos(int const&) [18]
                0.00    0.00  245911/491822      std::_Rb_tree_iterator<std::pair<int const, std::string> > std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_<std::pair<int const, std::string> const&>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int const, std::string> const&) [49]
[121]    0.0    0.00    0.00  491822         std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_end() [121]
-----------------------------------------------
                0.00    0.00  491822/491822      std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<std::string const, int> >*&, std::_Rb_tree_node<std::pair<std::string const, int> >*&, void>(std::_Rb_tree_node<std::pair<std::string const, int> >*&, std::_Rb_tree_node<std::pair<std::string const, int> >*&) [153]
[122]    0.0    0.00    0.00  491822         std::_Rb_tree_node<std::pair<std::string const, int> >*& std::forward<std::_Rb_tree_node<std::pair<std::string const, int> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<std::string const, int> >*&>::type&) [122]
-----------------------------------------------
                0.00    0.00       1/445376      std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::end() [196]
                0.00    0.00  445375/445376      std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::find(std::string const&) [12]
[123]    0.0    0.00    0.00  445376         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::end() [123]
                0.00    0.00  445376/2694560     std::_Rb_tree_iterator<std::pair<std::string const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, int> >*) [92]
-----------------------------------------------
                0.00    0.00  445375/445375      Ngrams::insertNgram(std::string) [3]
[124]    0.0    0.00    0.00  445375         std::_Rb_tree_iterator<std::pair<std::string const, int> >::operator->() const [124]
                0.00    0.00  445375/445375      std::pair<std::string const, int>* std::__addressof<std::pair<std::string const, int> >(std::pair<std::string const, int>&) [126]
-----------------------------------------------
                0.00    0.00  445375/445375      Ngrams::insertNgram(std::string) [3]
[125]    0.0    0.00    0.00  445375         std::pair<std::string const, int>::pair<std::string&, int&, void>(std::string&, int&) [125]
                0.00    0.00  445375/691286      std::string& std::forward<std::string&>(std::remove_reference<std::string&>::type&) [111]
                0.00    0.00  445375/691286      int& std::forward<int&>(std::remove_reference<int&>::type&) [112]
-----------------------------------------------
                0.00    0.00  445375/445375      std::_Rb_tree_iterator<std::pair<std::string const, int> >::operator->() const [124]
[126]    0.0    0.00    0.00  445375         std::pair<std::string const, int>* std::__addressof<std::pair<std::string const, int> >(std::pair<std::string const, int>&) [126]
-----------------------------------------------
